University,Player,Team,Position
Tennessee,Trey Smith,Kansas City Chiefs,Guard
Tennessee,Cameron Sutton,Pittsburgh Steelers,Cornerback
Tennessee,Darrell Taylor,Chicago Bears,Defensive End
Tennessee,Alontae Taylor,New Orleans Saints,Cornerback
Tennessee,Cedric Tillman,Cleveland Browns,Wide Receiver
Tennessee,Shy Tuttle,Carolina Panthers,Defensive Tackle
Tennessee,Dee Williams,New York Giants,Cornerback
Tennessee,Darnell Wright,Chicago Bears,Offensive Tackle
Tennessee,Jaylen Wright,Miami Dolphins,Running Back
Tennessee,Byron Young,Los Angeles Rams,Linebacker
Texas,Andrew Beck,Houston Texans,Fullback
Texas,Kris Boyd,Houston Texans,Cornerback
Texas,Keondre Coburn,Tennessee Titans,Defensive Tackle
Texas,Sam Cosmi,Washington Commanders,Guard
Texas,Cameron Dicker,Los Angeles Chargers,Place kicker
Texas,Michael Dickson,Seattle Seahawks,Punter
Texas,Devin Duvernay,Jacksonville Jaguars,Wide Receiver
Texas,Sam Ehlinger,Indianapolis Colts,Quarterback
Texas,DeShon Elliott,Pittsburgh Steelers,Safety
Texas,Poona Ford,Los Angeles Chargers,Defensive Tackle
Texas,Jaylan Ford,New Orleans Saints,Linebacker
Texas,D'Onta Foreman,Cleveland Browns,Running Back
Texas,Jordan Hicks,Cleveland Browns,Linebacker
Texas,Lil'Jordan Humphrey,Denver Broncos,Wide Receiver
Texas,Collin Johnson,Chicago Bears,Wide Receiver
Texas,Roschon Johnson,Chicago Bears,Running Back
Texas,Brandon Jones,Denver Broncos,Safety
Texas,Christian Jones,Arizona Cardinals,Offensive Tackle
Texas,P.J. Locke,Denver Broncos,Safety
Texas,Adonai Mitchell,Indianapolis Colts,Wide Receiver
Texas,Byron Murphy II,Seattle Seahawks,Defensive Tackle
Texas,Moro Ojomo,Philadelphia Eagles,Defensive Tackle
Texas,Charles Omenihu,Kansas City Chiefs,Defensive End
Texas,Joseph Ossai,Cincinnati Bengals,Defensive End
Texas,Adrian Phillips,New England Patriots,Safety
Texas,Malcolm Roach,Denver Broncos,Defensive Tackle
Texas,Bijan Robinson,Atlanta Falcons,Running Back
Texas,Keilan Robinson,Jacksonville Jaguars,Running Back
Texas,Ja'Tavion Sanders,Carolina Panthers,Tight End
Texas,Brenden Schooler,New England Patriots,Safety
Texas,T'Vondre Sweat,Tennessee Titans,Defensive Tackle
Texas,Justin Tucker,Baltimore Ravens,Place kicker
Texas,Jordan Whittington,Los Angeles Rams,Wide Receiver
Texas,Xavier Worthy,Kansas City Chiefs,Wide Receiver
Texas A&M,De'Von Achane,Miami Dolphins,Running Back
Texas A&M,Bobby Brown III,Los Angeles Rams,Defensive Tackle
Texas A&M,Micheal Clemons,New York Jets,Defensive End
Texas A&M,Edgerrin Cooper,Green Bay Packers,Linebacker
Texas A&M,Tyrel Dodson,Miami Dolphins,Linebacker
Texas A&M,Jermaine Eluemunor,New York Giants,Guard
Texas A&M,Mike Evans,Tampa Bay Buccaneers,Wide Receiver
Texas A&M,Myles Garrett,Cleveland Browns,Defensive End
Texas A&M,Kenyon Green,Houston Texans,Guard
Texas A&M,Germain Ifedi,Cleveland Browns,Guard
Texas A&M,McKinnley Jackson,Cincinnati Bengals,Defensive Tackle
Texas A&M,Buddy Johnson,Dallas Cowboys,Linebacker
Texas A&M,Antonio Johnson,Jacksonville Jaguars,Safety
Texas A&M,Jaylon Jones,Indianapolis Colts,Cornerback
Texas A&M,Nnamdi Madubuike,Baltimore Ravens,Defensive Tackle
Texas A&M,Braden Mann,Philadelphia Eagles,Punter
Texas A&M,Jake Matthews,Atlanta Falcons,Offensive Tackle
Texas A&M,Ryan McCollum,Pittsburgh Steelers,Center
Texas A&M,Erik McCoy,New Orleans Saints,Center
Texas A&M,Von Miller,Buffalo Bills,Linebacker
Texas A&M,Dan Moore Jr.,Pittsburgh Steelers,Offensive Tackle
Texas A&M,Josh Reynolds,Jacksonville Jaguars,Wide Receiver
Texas A&M,Demani Richardson,Carolina Panthers,Safety
Texas A&M,Layden Robinson,New England Patriots,Guard
Texas A&M,Ainias Smith,Philadelphia Eagles,Wide Receiver
Texas A&M,Trayveon Williams,Cincinnati Bengals,Running Back
Texas A&M,Donovan Wilson,Dallas Cowboys,Safety
Texas State,Aaron Brewer,Miami Dolphins,Guard
Texas Tech,Jordyn Brooks,Miami Dolphins,Linebacker
Texas Tech,Myles Cole,Jacksonville Jaguars,Defensive End
Texas Tech,Sam Eguavoen,New York Jets,Linebacker
Texas Tech,Erik Ezukanma,Miami Dolphins,Wide Receiver
Texas Tech,Patrick Mahomes,Kansas City Chiefs,Quarterback
Texas Tech,Tyler Owens,Washington Commanders,Safety
Texas Tech,Terence Steele,Dallas Cowboys,Offensive Tackle
Texas Tech,Dadrion Taylor-Demerson,Arizona Cardinals,Safety
Texas Tech,Broderick Washington,Baltimore Ravens,Defensive Tackle
Texas Tech,Tyree Wilson,Las Vegas Raiders,Defensive End
Toledo,Tycen Anderson,Cincinnati Bengals,Safety
Toledo,Reggie Gilliam,Buffalo Bills,Fullback
Toledo,Kareem Hunt,Kansas City Chiefs,Running Back
Toledo,Desjuan Johnson,Los Angeles Rams,Defensive End
Toledo,Quinyon Mitchell,Philadelphia Eagles,Cornerback
Toledo,Storm Norton,Atlanta Falcons,Offensive Tackle
Toledo,Samuel Womack III,Indianapolis Colts,Cornerback
Troy,Derrick Ansley,null Unknown,Unknown
Troy,Dell Pettus,New England Patriots,Safety
Troy,Javon Solomon,Buffalo Bills,Defensive End
Troy,Kimani Vidal,Los Angeles Chargers,Running Back
Tulane,Terry Fontenot,null Unknown,Unknown
Tulane,Jha'Quan Jackson,Tennessee Titans,Wide Receiver
Tulane,Jarius Monroe,New York Jets,Safety
Tulane,Darnell Mooney,Atlanta Falcons,Wide Receiver
Tulane,Cairo Santos,Chicago Bears,Place kicker
Tulane,Tyjae Spears,Tennessee Titans,Running Back
Tulane,Dorian Williams,Buffalo Bills,Linebacker
Tulane,Ryan Wright,Minnesota Vikings,Punter
Tulsa,Zaven Collins,Arizona Cardinals,Linebacker
Tulsa,Chris Paul,Washington Commanders,Guard
Tulsa,Tyler Smith,Dallas Cowboys,Offensive Tackle
UAB,Chris Hubbard,New York Giants,Guard
UAB,Kadeem Telfort,Green Bay Packers,Offensive Tackle
UAB,Starling Thomas V,Arizona Cardinals,Cornerback
UAB,Darious Williams,Los Angeles Rams,Cornerback
UC Davis,Ejiro Evero,null Unknown,Unknown
UC Davis,Daniel Whelan,Green Bay Packers,Punter
UCF,Jordan Akins,Cleveland Browns,Tight End
UCF,Javon Baker,New England Patriots,Wide Receiver
UCF,Kalia Davis,San Francisco 49ers,Defensive Tackle
UCF,Tylan Grable,Buffalo Bills,Offensive Tackle
UCF,Richie Grant,Atlanta Falcons,Safety
UCF,Shaquill Griffin,Minnesota Vikings,Cornerback
UCF,Mike Hughes,Atlanta Falcons,Cornerback
UCF,Alex Ward,Los Angeles Rams,Long Snapper
UCF,Divaad Wilson,New York Giants,Cornerback
UCLA,Alec Anderson,Buffalo Bills,Offensive Tackle
UCLA,Krys Barnes,Arizona Cardinals,Linebacker
UCLA,Jake Bobo,Seattle Seahawks,Wide Receiver
UCLA,Jake Brendel,San Francisco 49ers,Center
UCLA,Zach Charbonnet,Seattle Seahawks,Running Back
UCLA,Kenny Clark,Green Bay Packers,Defensive Tackle
UCLA,Matt Dickerson,Miami Dolphins,Defensive End
UCLA,Greg Dulcich,New York Giants,Tight End
UCLA,Ka'imi Fairbairn,Houston Texans,Place kicker
UCLA,Jon Gaines II,Arizona Cardinals,Guard
UCLA,Darnay Holmes,Las Vegas Raiders,Cornerback
UCLA,Andre James,Las Vegas Raiders,Center
UCLA,Joshua Kelley,Tennessee Titans,Running Back
UCLA,Eric Kendricks,Dallas Cowboys,Linebacker
UCLA,Quentin Lake,Los Angeles Rams,Safety
UCLA,Laiatu Latu,Indianapolis Colts,Defensive End
UCLA,Marcedes Lewis,Chicago Bears,Tight End
UCLA,Atonio Mafi,Indianapolis Colts,Guard
UCLA,Kolton Miller,Las Vegas Raiders,Offensive Tackle
UCLA,Fabian Moreau,Minnesota Vikings,Cornerback
UCLA,Darius Muasau,New York Giants,Linebacker
UCLA,Osa Odighizuwa,Dallas Cowboys,Defensive Tackle
UCLA,Otito Ogbonnia,Los Angeles Chargers,Defensive Tackle
UCLA,Sean Rhyan,Green Bay Packers,Guard
UCLA,Carson Steele,Kansas City Chiefs,Running Back
UCLA,Dorian Thompson-Robinson,Cleveland Browns,Quarterback
UConn,Folorunso Fatukasi,Houston Texans,Defensive Tackle
UConn,Christian Haynes,Seattle Seahawks,Guard
UConn,Travis Jones,Baltimore Ravens,Defensive Tackle
UConn,Matt Peart,Denver Broncos,Offensive Tackle
UConn,Ryan Van Demark,Buffalo Bills,Offensive Tackle
UConn,Eric Watts,New York Jets,Defensive End
UConn,Nick Williams,Denver Broncos,Wide Receiver
UNLV,Austin Ajiake,Indianapolis Colts,Linebacker
USC,Jordan Addison,Minnesota Vikings,Wide Receiver
USC,Nelson Agholor,Baltimore Ravens,Wide Receiver
USC,Calen Bullock,Houston Texans,Safety
USC,Sam Darnold,Minnesota Vikings,Quarterback
USC,Justin Dedich,Los Angeles Rams,Guard
USC,Chuma Edoga,Dallas Cowboys,Guard
USC,Talanoa Hufanga,San Francisco 49ers,Safety
USC,Adoree' Jackson,New York Giants,Cornerback
USC,Jarrett Kingston,Carolina Panthers,Offensive Tackle
USC,Drake London,Atlanta Falcons,Wide Receiver
USC,Kana'i Mauga,Las Vegas Raiders,Linebacker
USC,Uchenna Nwosu,Seattle Seahawks,Linebacker
USC,Michael Pittman Jr.,Indianapolis Colts,Wide Receiver
USC,Isaiah Pola-Mao,Las Vegas Raiders,Safety
USC,Christian Roland-Wallace,Kansas City Chiefs,Cornerback
USC,JuJu Smith-Schuster,Kansas City Chiefs,Wide Receiver
USC,Amon-Ra St. Brown,Detroit Lions,Wide Receiver
USC,Jay Tufele,Cincinnati Bengals,Defensive Tackle
USC,Marlon Tuipulotu,Kansas City Chiefs,Defensive Tackle
USC,Tuli Tuipulotu,Los Angeles Chargers,Linebacker
USC,Alijah Vera-Tucker,New York Jets,Guard
USC,Andrew Vorhees,Baltimore Ravens,Guard
USC,Leonard Williams,Seattle Seahawks,Defensive End
USC,Caleb Williams,Chicago Bears,Quarterback
USC,Robert Woods,Houston Texans,Wide Receiver
Utah,Jackson Barton,Arizona Cardinals,Offensive Tackle
Utah,Cody Barton,Denver Broncos,Linebacker
Utah,Cole Bishop,Buffalo Bills,Safety
Utah,Julian Blackmon,Indianapolis Colts,Safety
Utah,Garett Bolles,Denver Broncos,Offensive Tackle
Utah,Britain Covey,Philadelphia Eagles,Wide Receiver
Utah,Mohamoud Diabate,Cleveland Browns,Linebacker
Utah,Jonah Elliss,Denver Broncos,Linebacker
Utah,Matt Gay,Indianapolis Colts,Place kicker
Utah,Tyler Huntley,Miami Dolphins,Quarterback
Utah,Jaylon Johnson,Chicago Bears,Cornerback
Utah,Dalton Kincaid,Buffalo Bills,Tight End
Utah,Sataoa Laumea,Seattle Seahawks,Offensive Tackle
Utah,Devin Lloyd,Jacksonville Jaguars,Linebacker
Utah,Tim Patrick,Detroit Lions,Wide Receiver
Utah,Clark Phillips III,Atlanta Falcons,Cornerback
Utah,Nephi Sewell,New Orleans Saints,Linebacker
Utah,Sione Vaki,Detroit Lions,Running Back
Utah,Devaughn Vele,Denver Broncos,Wide Receiver
Utah,Marcus Williams,Baltimore Ravens,Safety
Utah State,Jordan Love,Green Bay Packers,Quarterback
Utah State,Deven Thompkins,Carolina Panthers,Wide Receiver
Utah State,Nick Vigil,Dallas Cowboys,Linebacker
Utah State,Bobby Wagner,Washington Commanders,Linebacker
UTEP,Aaron Jones,Minnesota Vikings,Running Back
UTEP,Elijah Klein,Tampa Bay Buccaneers,Guard
UTEP,Tyrice Knight,Seattle Seahawks,Linebacker
UTEP,Andrew Meyer,Miami Dolphins,Center
UTEP,Roy Robertson-Harris,Seattle Seahawks,Defensive Tackle
UTSA,Spencer Burford,San Francisco 49ers,Offensive Tackle
UTSA,Riq Woolen,Seattle Seahawks,Cornerback
Valdosta State,Kenny Moore II,Indianapolis Colts,Cornerback
Vanderbilt,Khari Blasingame,Philadelphia Eagles,Fullback
Vanderbilt,Oren Burks,Philadelphia Eagles,Linebacker
Vanderbilt,Adam Butler,Las Vegas Raiders,Defensive Tackle
Vanderbilt,Zach Cunningham,Denver Broncos,Linebacker
Vanderbilt,Matthew Hayball,New Orleans Saints,Punter
Vanderbilt,Dayo Odeyingbo,Indianapolis Colts,Defensive End
Vanderbilt,Anfernee Orji,New Orleans Saints,Linebacker
Vanderbilt,Trent Sherfield Sr.,Minnesota Vikings,Wide Receiver
Vanderbilt,Justin Skule,Tampa Bay Buccaneers,Offensive Tackle
Vanderbilt,Ke'Shawn Vaughn,San Francisco 49ers,Running Back
Villanova,Christian Benford,Buffalo Bills,Cornerback
Villanova,Tanoh Kpassagnon,New Orleans Saints,Defensive End
Virginia,Joey Blount,Arizona Cardinals,Safety
Virginia,Chris Glaser,Chicago Bears,Guard
Virginia,Rodney McLeod Jr.,Cleveland Browns,Safety
Virginia,Morgan Moses,New York Jets,Offensive Tackle
Virginia,Charles Snowden,Las Vegas Raiders,Defensive End
Virginia,Juan Thornhill,Cleveland Browns,Safety
Virginia,Brent Urban,Baltimore Ravens,Defensive End
Virginia,Malik Washington,Miami Dolphins,Wide Receiver
Virginia,Dontayvion Wicks,Green Bay Packers,Wide Receiver
Virginia,Olamide Zaccheaus,Washington Commanders,Wide Receiver
Virginia Tech,Amare Barno,Carolina Panthers,Linebacker
Virginia Tech,Raheem Blackshear,Carolina Panthers,Running Back
Virginia Tech,Chuck Clark,New York Jets,Safety
Virginia Tech,Chamarri Conner,Kansas City Chiefs,Safety
Virginia Tech,Divine Deablo,Las Vegas Raiders,Linebacker
Virginia Tech,Tremaine Edmunds,Chicago Bears,Linebacker
Virginia Tech,Caleb Farley,Carolina Panthers,Cornerback
Virginia Tech,Kendall Fuller,Miami Dolphins,Cornerback
Virginia Tech,Khalil Herbert,Cincinnati Bengals,Running Back
Virginia Tech,Brock Hoffman,Dallas Cowboys,Center
Virginia Tech,Yosh Nijman,Carolina Panthers,Offensive Tackle
Virginia Tech,Tim Settle Jr.,Houston Texans,Defensive Tackle
Virginia Tech,Joey Slye,New England Patriots,Place kicker
Virginia Tech,Lecitus Smith,New England Patriots,Center
Virginia Tech,Greg Stroman Jr.,New York Giants,Cornerback
Virginia Tech,Tyrod Taylor,New York Jets,Quarterback
Virginia Tech,Wyatt Teller,Cleveland Browns,Guard
Wagner,Cam Gill,Carolina Panthers,Linebacker
Wagner,Titus Leo,New England Patriots,Linebacker
Wagner,Chris Williams,Chicago Bears,Defensive Tackle
Wake Forest,Boogie Basham,New York Giants,Linebacker
Wake Forest,Jessie Bates III,Atlanta Falcons,Safety
Wake Forest,Greg Dortch,Arizona Cardinals,Wide Receiver
Wake Forest,Michael Jurgens,Minnesota Vikings,Center
Wake Forest,Malik Mustapha,San Francisco 49ers,Safety
Wake Forest,Justin Strnad,Denver Broncos,Linebacker
Wake Forest,Ja'Sir Taylor,Los Angeles Chargers,Cornerback
Wake Forest,Zach Tom,Green Bay Packers,Guard
Wake Forest,Kobie Turner,Los Angeles Rams,Defensive Tackle
Wake Forest,Blake Whiteheart,Cleveland Browns,Tight End
Washburn,Corey Ballentine,Green Bay Packers,Cornerback
Washburn,Kyle Hinton,Atlanta Falcons,Guard
Washington,Trey Adams,Buffalo Bills,Offensive Tackle
Washington,Budda Baker,Arizona Cardinals,Safety
Washington,Jake Browning,Cincinnati Bengals,Quarterback
Washington,Myles Bryant,Houston Texans,Cornerback
Washington,Devin Culp,Tampa Bay Buccaneers,Tight End
Washington,Will Dissly,Los Angeles Chargers,Tight End
Washington,Greg Gaines,Tampa Bay Buccaneers,Defensive Tackle
Washington,Kyler Gordon,Chicago Bears,Cornerback
Washington,Dominique Hampton,Washington Commanders,Safety
Washington,Kevin King,Atlanta Falcons,Cornerback
Washington,Trent McDuffie,Kansas City Chiefs,Cornerback
Washington,Kaleb McGary,Atlanta Falcons,Offensive Tackle
Washington,Jalen McMillan,Tampa Bay Buccaneers,Wide Receiver
Washington,Elijah Molden,Los Angeles Chargers,Cornerback
Washington,Byron Murphy Jr.,Minnesota Vikings,Cornerback
Washington,Rome Odunze,Chicago Bears,Wide Receiver
Washington,Levi Onwuzurike,Detroit Lions,Defensive End
Washington,Cade Otton,Tampa Bay Buccaneers,Tight End
Washington,Michael Penix Jr.,Atlanta Falcons,Quarterback
Washington,Dante Pettis,New Orleans Saints,Wide Receiver
Washington,Ja'Lynn Polk,New England Patriots,Wide Receiver
Washington,Taylor Rapp,Buffalo Bills,Safety
Washington,Roger Rosengarten,Baltimore Ravens,Offensive Tackle
Washington,Drew Sample,Cincinnati Bengals,Tight End
Washington,Coleman Shelton,Chicago Bears,Center
Washington,Keith Taylor Jr.,Kansas City Chiefs,Cornerback
Washington,Joe Tryon-Shoyinka,Tampa Bay Buccaneers,Linebacker
Washington,Ezekiel Turner,Detroit Lions,Linebacker
Washington,Edefuan Ulofoshio,Buffalo Bills,Linebacker
Washington,Vita Vea,Tampa Bay Buccaneers,Defensive Tackle
Washington,Luke Wattenberg,Denver Broncos,Center
Washington State,River Cracraft,Miami Dolphins,Wide Receiver
Washington State,Andre Dillard,Green Bay Packers,Offensive Tackle
Washington State,Daniel Ekuale,New England Patriots,Defensive Tackle
Washington State,Daiyan Henley,Los Angeles Chargers,Linebacker
Washington State,Jaden Hicks,Kansas City Chiefs,Safety
Washington State,Brennan Jackson,Los Angeles Rams,Linebacker
Washington State,Abraham Lucas,Seattle Seahawks,Offensive Tackle
Washington State,Frankie Luvu,Washington Commanders,Linebacker
Washington State,Chau Smith-Wade,Carolina Panthers,Cornerback
Washington State,Jalen Thompson,Arizona Cardinals,Safety
Wayne State (MI),Anthony Pittman,Detroit Lions,Linebacker
Weber State,Taron Johnson,Buffalo Bills,Cornerback
Weber State,Winston Reid,Cleveland Browns,Linebacker
Weber State,Jonah Williams,Detroit Lions,Defensive End
West Alabama,Tyreek Hill,Miami Dolphins,Wide Receiver
West Virginia,Beanie Bishop Jr.,Pittsburgh Steelers,Cornerback
West Virginia,Rasul Douglas,Buffalo Bills,Cornerback
West Virginia,Bryce Ford-Wheaton,New York Giants,Wide Receiver
West Virginia,Zach Frazier,Pittsburgh Steelers,Center
West Virginia,Mark Glowinski,Indianapolis Colts,Guard
West Virginia,David Long Jr.,Detroit Lions,Linebacker
West Virginia,Colton McKivitz,San Francisco 49ers,Offensive Tackle
West Virginia,Geno Smith,Seattle Seahawks,Quarterback
West Virginia,Dante Stills,Arizona Cardinals,Defensive Tackle
West Virginia,Rex Sunahara,Cleveland Browns,Long Snapper
West Virginia,Kyzir White,Arizona Cardinals,Linebacker
West Virginia,Daryl Worley,Tennessee Titans,Cornerback
Western Illinois,Khalen Saunders,New Orleans Saints,Defensive Tackle
Western Kentucky,Malachi Corley,New York Jets,Wide Receiver
Western Kentucky,Kahlef Hailassie,Cleveland Browns,Cornerback
Western Kentucky,Tyler Higbee,Los Angeles Rams,Tight End
Western Kentucky,Devon Key,Denver Broncos,Safety
Western Kentucky,DeAngelo Malone,Atlanta Falcons,Linebacker
Western Kentucky,Brodric Martin,Detroit Lions,Defensive Tackle
Western Kentucky,Jordan Meredith,Las Vegas Raiders,Guard
Western Kentucky,Bailey Zappe,Cleveland Browns,Quarterback
Western Michigan,Mike Caliendo,Kansas City Chiefs,Guard
Western Michigan,Corey Davis,New York Jets,Wide Receiver
Western Michigan,Dee Eskridge,Miami Dolphins,Wide Receiver
Western Michigan,Marshawn Kneeland,Dallas Cowboys,Defensive End
Western Michigan,Jaylon Moore,San Francisco 49ers,Guard
Western Michigan,Taylor Moton,Carolina Panthers,Offensive Tackle
Western Michigan,Robert Spillane,Las Vegas Raiders,Linebacker
William & Mary,Luke Rhodes,Indianapolis Colts,Long Snapper
William & Mary,Colby Sorsdal,Detroit Lions,Offensive Tackle
William & Mary,Andrew Trainer,Los Angeles Chargers,Offensive Tackle
Wingate,Ethan Evans,Los Angeles Rams,Punter
Wisconsin,Braelon Allen,New York Jets,Running Back
Wisconsin,Zack Baun,Philadelphia Eagles,Linebacker
Wisconsin,Keeanu Benton,Pittsburgh Steelers,Defensive Tackle
Wisconsin,Tyler Biadasz,Washington Commanders,Center
Wisconsin,Tanor Bortolini,Indianapolis Colts,Guard
Wisconsin,Leo Chenal,Kansas City Chiefs,Linebacker
Wisconsin,Michael Deiter,Washington Commanders,Guard
Wisconsin,T.J. Edwards,Chicago Bears,Linebacker
Wisconsin,David Edwards,Buffalo Bills,Guard
Wisconsin,Alex Erickson,New England Patriots,Wide Receiver
Wisconsin,Jake Ferguson,Dallas Cowboys,Tight End
Wisconsin,Rob Havenstein,Los Angeles Rams,Offensive Tackle
Wisconsin,Nick Herbig,Pittsburgh Steelers,Linebacker
Wisconsin,Alec Ingold,Miami Dolphins,Fullback
Wisconsin,Isaiahh Loudermilk,Pittsburgh Steelers,Defensive Tackle
Wisconsin,Maema Njongmeta,Cincinnati Bengals,Linebacker
Wisconsin,Dare Ogunbowale,Houston Texans,Running Back
Wisconsin,Jack Sanborn,Chicago Bears,Linebacker
Wisconsin,Jonathan Taylor,Indianapolis Colts,Running Back
Wisconsin,Joe Tippmann,New York Jets,Center
Wisconsin,Andrew Van Ginkel,Minnesota Vikings,Linebacker
Wisconsin,Cole Van Lanen,Jacksonville Jaguars,Offensive Tackle
Wisconsin,T.J. Watt,Pittsburgh Steelers,Linebacker
Wisconsin,Russell Wilson,Pittsburgh Steelers,Quarterback
Wisconsin,Kevin Zeitler,Detroit Lions,Guard
Wisconsin-Whitewater,Quinn Meinerz,Denver Broncos,Guard
Wyoming,Josh Allen,Buffalo Bills,Quarterback
Wyoming,Frank Crum,Denver Broncos,Offensive Tackle
Wyoming,Tashaun Gipson Sr.,San Francisco 49ers,Safety
Wyoming,Carl Granderson,New Orleans Saints,Defensive End
Wyoming,Chad Muma,Jacksonville Jaguars,Linebacker
Wyoming,Andrew Wingard,Jacksonville Jaguars,Safety
Yale,Kiran Amegadjie,Chicago Bears,Offensive Tackle
Yale,Foyesade Oluokun,Jacksonville Jaguars,Linebacker
Yale,Rodney Thomas II,Indianapolis Colts,Safety
Yale,Mason Tipton,New Orleans Saints,Wide Receiver
Youngstown State,Jaleel McLaughlin,Denver Broncos,Running Back
Youngstown State,Drew Ogletree,Indianapolis Colts,Tight End
Youngstown State,Bryce Oliver,Tennessee Titans,Wide Receiver
